_id,_fusion_sources,label,release-date,tracks,name,id,duration,genre,artist,release-country
mbrainz_2091,"['mbrainz_2091', 'k04__fab__lastfm__discogs_9350', 'discogs_9350']",Elektra,1996-10-15 00:00:00,"["" 'Billy Breathes'"", "" 'Bliss'"", "" 'Cars Trucks Buses'"", "" 'Character Zero'"", "" 'Character Ø'"", "" 'Prince Caspian']"", "" 'Steep'"", "" 'Swept Away'"", "" 'Talk'"", "" 'Taste'"", "" 'Theme From The Bottom'"", "" 'Theme From the Bottom'"", "" 'Train Song'"", "" 'Waste'"", ""['Free'""]",Billy Breathes,mbrainz_2091,47.0,Rock,Phish,United States of America
mbrainz_7404,"['mbrainz_7404', 'lastFM_15817']",,,"["" 'At the Center of the Earth'"", "" 'At the Center of the Earth']"", "" 'Calm Before the Stom'"", "" 'Cirque De La Mort'"", "" 'Cirque de la mort'"", "" 'Cold'"", "" 'Dusk Express'"", "" 'Echoes'"", "" 'Empire Lost'"", "" 'Grudge']"", "" 'Ironworks'"", "" 'Mirage'"", "" 'Musashi'"", "" 'Porcelain Crusaders'"", ""['De La Terre a La Lune'"", ""['De la terre a la lune'""]",Discovery,mbrainz_7404,3173.5,,Vernian Process feat.,
discogs_17698,"['discogs_17698', 'mbrainz_4134', 'lastFM_8572']",Multiply Records,1999-01-01 00:00:00,"["" 'Apathy (feat. Steve Eusebe)'"", "" 'Apathy'"", "" 'Beyond Sci-Fi']"", "" 'Breakdown (feat. Steve Eusebe)'"", "" 'Breakdown'"", "" 'Drop The Bomb'"", "" 'Drop the Bomb'"", "" 'Obsessive Fan'"", "" 'Open Your Eyes'"", "" 'Out Of My Head'"", "" 'Out of My Head (feat. Steve Eusebe)'"", "" 'Ride On'"", "" 'Set In Stone'"", "" 'Set in Stone (feat. Jenny Robinson)'"", "" 'Set in stone (feat. Jenny Robinson)'"", "" 'Smoke (Lesson One)'"", "" 'Smoke'"", "" 'Still (feat. Kelli Ali)'"", "" 'Still'"", ""['Real Good'""]",Beyond Sci-Fi,discogs_17698,3953.0,Electronic / Dance,Double Six,United Kingdom of Great Britain and Northern Ireland
mbrainz_15220,"['mbrainz_15220', 'lastFM_33492', 'discogs_71952']",Candlelight Records,2011-01-01 00:00:00,"["" 'Be Dark Thy Light'"", "" 'Crystal Gaze Foundation'"", "" 'Crystal Glaze Foundation'"", "" 'Deliverer Of Light'"", "" 'Deliverer of Light'"", "" 'In The Rivers Of Red']"", "" 'In the Rivers of Red']"", "" 'Paths Of Human Puzzles'"", "" 'Paths of Human Puzzles'"", "" 'Picatrix'"", "" 'The Infidels Cross'"", "" 'The Owl Resurrection'"", "" 'The Styx Reflection'"", ""['The Gate'""]",Luciferian Frequencies,mbrainz_15220,2597.0,Rock,Corpus Christii,United States of America
mbrainz_85,"['mbrainz_85', 'lastFM_111', 'discogs_39421']",Skinnymalinky Records,1996-01-01 00:00:00,"["" 'Give Me Shelter (Rawhide Mix)'"", "" 'Give Me Shelter (Rawhide mix)'"", "" 'Rain Or Shine'"", "" 'Rain or Shine'"", "" 'Seven Steps']"", "" 'Wedded Blysse'"", ""['Give Me Shelter (Velvet Mix)'"", ""['Give Me Shelter (Velvet mix)'""]",Shelter EP,mbrainz_85,520.0,Electronic / Dance,Beat Foundation,United Kingdom of Great Britain and Northern Ireland
k04__fab__discogs__lastFM_3989,"['k04__fab__discogs__lastFM_3989', 'mbrainz_1761', 'lastFM_3989']",,,"["" '7 Headed And Full Of Life'"", "" '7 Headed and Full of Life'"", "" 'American Star'"", "" 'Annie Helicopter'"", "" 'Empty Head'"", "" 'Here on the Outside (Caveman version)']"", "" 'One Man Show'"", "" 'Onward Spaceman'"", "" 'Pedal or the Break'"", "" 'Peter 55'"", "" 'Rocket Ship'"", "" 'Still You Fail'"", ""['Here on the Outside'""]",Here on the Outside,k04__fab__discogs__lastFM_3989,287.0,,Tidewater Grain,
lastFM_17881,"['lastFM_17881', 'discogs_37627', 'mbrainz_8359']",Sacred Bones Records,2009-01-01 00:00:00,"["" '13th Victim'"", "" 'Coffin Maker'"", "" 'Cursed'"", "" 'Dug Up'"", "" 'Fire'"", "" 'Hide And Seek'"", "" 'Hide and Seek'"", "" 'Radio Man (Demo)']"", "" 'Radio Man (demo)']"", "" 'Sally Ditch'"", "" 'Tinker Man'"", ""['Cuts Of Love'"", ""['Cuts of Love'""]",The Singles: 1981-1983,lastFM_17881,0.0,Rock,13th Chime,United States of America
k04__fab__discogs__lastFM_20220,"['k04__fab__discogs__lastFM_20220', 'mbrainz_9507', 'lastFM_20220']",,2004-04-06 00:00:00,"["" 'Attention'"", "" 'Billy Jones (live)']"", "" 'Lest We Forget'"", "" 'People Who Think They Can'"", "" 'Shelter Me'"", "" 'Smith St'"", "" 'Sound the Alarm'"", "" 'Spotlight'"", "" 'Stuck'"", "" 'The River'"", "" 'Time to Part'"", ""['Heart Lies'""]",Shelter Me,k04__fab__discogs__lastFM_20220,1204.0,,"Waifs, The",United States of America
discogs_50901,"['discogs_50901', 'mbrainz_11153', 'k04__fab__lastfm__discogs_50901']",Motor Music (2),1999-01-01 00:00:00,"["" 'Buck Dich (Album Version)'"", "" 'BÃ¼ck dich (album version)'"", "" 'Der Meister'"", "" 'Du Hast (Single Version)'"", "" 'Du Riechst So Gut (Single Version)'"", "" 'Du hast'"", "" 'Du riechst so gut (single version)'"", "" 'Engel (Extended Version)'"", "" 'Engel (extended version)'"", "" 'Feuerrader (Live Demo Version)'"", "" 'FeuerrÃ¤der (live demo version 1994)'"", "" 'Kokain'"", "" 'Rammstein (Eskimos & Egypt Instrumental)'"", "" 'Rammstein (Eskimos & Egypt instrumental edit)'"", "" 'Rammstein (Original)'"", "" 'Rammstein In The House (Timewriter Rmx)'"", "" 'Rammstein in the House (Timewriter remix)'"", "" 'Rammstein'"", "" 'Seemann'"", "" 'Sehnsucht'"", "" 'Wilder Wein (Demo Version)']"", "" 'Wilder Wein (demo version 1994)']"", "" 'Wollt Ihr Das Bet Im Flammen Sehen ? (Album Version)'"", "" 'Wollt ihr das Bett in Flammen sehen?'"", ""['Das Model'"", ""['Das Modell'""]",Singles Collection '99,discogs_50901,1407.0,Electronic / Dance,Rammstein,Europe
mbrainz_135,"['mbrainz_135', 'discogs_289', 'lastFM_177']",Certificate 18,2001-10-01 00:00:00,"["" 'Colors (Dub)']"", "" 'Colors (dub)']"", ""['Colors'""]",Colors,mbrainz_135,672.0,Electronic / Dance,Future Prophecies,United Kingdom of Great Britain and Northern Ireland
lastFM_73419,"['lastFM_73419', 'mbrainz_29450']",,2004-01-01 00:00:00,"["" 'Black Rain'"", "" 'Crystal Tears']"", "" 'Exotic Lady'"", "" 'Five Minute Dynamo'"", "" 'Flying High'"", "" 'Kings Of Adrenaline'"", "" 'Leaving Song'"", "" 'Live Again'"", "" 'Online Lover'"", "" 'When The Rain Comes Down'"", "" 'Without Your Love'"", ""['Cowboy Savage'""]",Adrenaline Kings,lastFM_73419,1744.5,,Adrenaline Kings,Austria
lastFM_541,"['lastFM_541', 'discogs_941', 'mbrainz_307']",Breakin' Records,,"["" 'A Bass Odyssey'"", "" 'A New Order Of Intelligence'"", "" 'A New Order of Intelligence'"", "" 'Back In The Jungle'"", "" 'Back in the Jungle'"", "" 'Bass Below & Beyond'"", "" 'Bass Mutant (Re-Mutated)'"", "" 'Breakers Throwdown (Final Battle Mix)'"", "" 'Breakers Throwdown (Final Battle mix)'"", "" 'Hyper-Bass'"", "" 'Listen to the Beat (V2.0)'"", "" 'R-M-T-S'"", "" 'Return Of The OVC'"", "" 'Return of the OVC'"", "" 'Sound And Motion']"", "" 'Sound and Motion']"", "" 'Welcome To Futura'"", "" 'Welcome to Futura'"", ""['Bass Time Continuum'""]",Bass Time Continuum,lastFM_541,1525.0,Electronic / Dance,Bass Junkie,UK
mbrainz_6256,"['mbrainz_6256', 'discogs_27404', 'lastFM_13196']",Varèse Sarabande,1996-01-01 00:00:00,"[' ""Beggar\'s Canyon Chase""', ' ""The Destruction Of Xizor\'s Palace""]', ' ""Xizor\'s Theme""', "" 'Beggarâ€™s Canyon Chase'"", "" 'Imperial City'"", "" 'Into The Sewers'"", "" 'Into the Sewers'"", "" 'Night Skies'"", "" 'The Battle Of Gall'"", "" 'The Battle of Gall'"", "" 'The Destruction of Xizorâ€™s Palace']"", "" 'The Seduction Of Princess Leia'"", "" 'The Seduction of Princess Leia'"", "" 'The Southern Underground'"", "" 'Xizorâ€™s Theme'"", '[""Main Theme From Star Wars And Leia\'s Nightmare""', '[""Main Theme from Star Wars and Leia\'s Nightmare""', ""['Main Theme From Star Wars and Leiaâ€™s Nightmare'""]",Star Wars: Shadows Of The Empire,mbrainz_6256,1750.0,Electronic / Dance,"McNeely, Joel",Germany
mbrainz_12973,"['mbrainz_12973', 'discogs_59660', 'lastFM_27963']",Source,1999-01-01 00:00:00,"["" ''"", "" '']"", ""['Encore Fou (Nouvelle Version)'"", ""['Encore fou (nouvelle version)']""]",[explicit] Encore fou (nouvelle version),mbrainz_12973,207.0,Pop,"MoÃ¯se, Teri",France
lastFM_62690,"['lastFM_62690', 'discogs_142929', 'mbrainz_24794']",Super MK Family,2006-11-03 00:00:00,"["" 'A Ghost Whisper'"", "" 'Application For Naturalization'"", "" 'Application for Naturalization'"", "" 'Automatic Westy You Are So Hasty'"", "" 'Cold Hands Dead Eyes']"", "" 'Humor Me'"", "" 'Look Who Came For A Dinner'"", "" 'Look Who Came for a Dinner'"", "" 'Mr & Mrs Mocking Child'"", "" 'Mr and Mrs Mocking Child'"", "" 'Radical Decision Makers'"", "" 'Redecorate Your Halloween Tree'"", "" 'Sangre Seca'"", "" 'To Happy Hunting Ground'"", "" 'Unfortunate Nighmare'"", "" 'Unfortunate Nightmare']"", ""['A Ghost Whisper'"", ""['Radical Decision Makers'""]",Burial Suite,lastFM_62690,896.0,Rock,Pixel Panda,United States of America
lastFM_58817,"['lastFM_58817', 'discogs_133107', 'mbrainz_23194']",Columbia,1998-01-01 00:00:00,"[' ""I\'m Feeling Naughty (Instrumental)""', ' ""I\'m Feeling Naughty (instrumental)""', ' ""I\'m Feeling Naughty""', ' ""Thath\'isigubhu""', "" '2000'"", "" '5. 2000'"", "" 'Amadlozi (Instrumental)'"", "" 'Amadlozi (instrumental)'"", "" 'Amadlozi'"", "" 'Bongo Battle Rhyme (Instrumental)']"", "" 'Bongo Battle Rhyme (instrumental)']"", "" 'Bongo Battle Rhyme'"", "" 'Caleez (Instrumental)'"", "" 'Caleez'"", "" 'Chaleez (instrumental)'"", "" 'Chaleez'"", "" 'For You'"", "" 'I Never Knew'"", "" 'I Never Knew']"", "" 'Iphindlela'"", "" 'Thathisigubhu'"", "" 'Valley Of Hillbrow'"", "" 'Valley of Hillbrow'"", ""['Intro'""]",The Concerto,lastFM_58817,4356.0,Electronic / Dance,Bongo Maffin,South Africa
discogs_13299,"['discogs_13299', 'mbrainz_3062', 'k04__fab__lastfm__discogs_13299']",Centaur Discs,1993-01-01 00:00:00,"["" 'Adios Amigo'"", "" 'Blonde In A Suitcase'"", "" 'Blonde in a Suitcase'"", "" 'Cloudwatching'"", "" 'No One Can Hear You'"", "" 'Questions'"", "" 'Sayonara']"", "" 'Wasted'"", "" 'Zweifarbig Bomber (Parts One & Two)'"", "" 'Zweifarbig Bomber (parts 1 & 2)'"", ""['Replicant'""]",Replicant,discogs_13299,1914.0,Electronic / Dance,"Pickford, Andy",United Kingdom of Great Britain and Northern Ireland
k04__fab__lastfm__discogs_130772,"['k04__fab__lastfm__discogs_130772', 'mbrainz_3038', 'discogs_88572']",Warner Bros. Records,1990-01-01 00:00:00,"[' ""Can\'t Run But""', "" 'Bonus Tracks'"", "" 'Born At The Right Time (Original Acoustic Demo)'"", "" 'Born At The Right Time'"", "" 'Born at the Right Time (original acoustic demo)'"", "" 'Born at the Right Time'"", "" 'Further To Fly'"", "" 'Further to Fly'"", "" 'Proof'"", "" 'She Moves On'"", "" 'Spirit Voices (Work-In-Progress)']"", "" 'Spirit Voices (work-in-progress)']"", "" 'Spirit Voices'"", "" 'The Coast (Work-In-Progress)'"", "" 'The Coast (work-in-progress)'"", "" 'The Coast'"", "" 'The Cool"", "" 'The Rhythm Of The Saints'"", "" 'The Rhythm Of The Saints']"", "" 'The Rhythm of the Saints'"", "" 'Thelma (outtake)'"", "" 'Thelma'"", "" Cool River'"", ""['The Obvious Child'""]",The Rhythm Of The Saints,k04__fab__lastfm__discogs_130772,3111.0,R&B / Soul,"Simon, Paul (and others)",United States of America
mbrainz_11342,"['mbrainz_11342', 'discogs_51756', 'lastFM_24328']",,1994-01-01 00:00:00,"["" 'Cipjonka (Base Erotic remix)']"", "" 'Dan Posle'"", "" 'Dan posle'"", "" 'Elesdi Se Vraća Kući'"", "" 'Elesdi se vraÄ‡a kuÄ‡i'"", "" 'Ja MoÃ…Â¾da I Bi'"", "" 'Ja Možda I Bi'"", "" 'Ja moÅ¾da i bi'"", "" 'Keep Away From Children'"", "" 'Keep away from children'"", "" 'Komad NoÃ„â€¡i'"", "" 'Komad Noći'"", "" 'Komad noÄ‡i'"", "" 'Mame'"", "" 'Reci Da'"", "" 'Reci da'"", "" 'Znam'"", "" 'cipjonka (base erotic remix)']"", "" 'eLeSDi Se VraÃ„â€¡a KuÃ„â€¡i'"", "" 'Ципјонка (Base Erotic Remix)']"", ""['Cipjonka (Intro)'"", ""['Ципјонка (Intro)'""]",Goblini,mbrainz_11342,1161.0,Rock,Goblini,Yugoslavia
mbrainz_2620,"['mbrainz_2620', 'discogs_11441']",Indecent Media,2004-10-05 00:00:00,"[' ""Don\'t Talk To Strangers""', ' ""Don\'t Talk to Strangers""', "" 'Anything Perfect'"", "" 'Cat And Mouse'"", "" 'Cat and Mouse'"", "" 'Cold Professional'"", "" 'Dirty Purple'"", "" 'Dirty Purple']"", "" 'Gold Star']"", "" 'Gotta Know'"", "" 'I Saw Your Video'"", "" 'In The Morning'"", "" 'In the Morning'"", "" 'On Top Of My Building'"", "" 'On Top of My Building'"", "" 'One Exception'"", "" 'Perfect Day To Lose'"", "" 'Perfect Day to Lose'"", "" 'When The Future Comes'"", "" 'When the Future Comes'"", "" 'Your Mouth Is An Arcade'"", "" 'Your Mouth Is an Arcade'"", ""['Gold Star'""]",Dirty Purple,mbrainz_2620,3540.0,Electronic / Dance,"Zero, Madelin",United States of America
mbrainz_3276,"['mbrainz_3276', 'lastFM_29132', 'discogs_198151']",Arista,1982-01-01 00:00:00,"[' ""I Can\'t See Anything (But You)""', ' ""Let\'s Ride""', ' ""She\'s Loaded""', "" 'All The Love In The World'"", "" 'All the Love in the World'"", "" 'Gimme A Kiss'"", "" 'Heartbreaker pt. 2'"", "" 'Heartbreaker']"", "" 'Hush Your Mouth'"", "" 'It Makes No Difference'"", "" 'Just One More Night'"", "" 'Love & Pain'"", "" 'Misunderstood'"", "" 'Never Been Loved'"", "" 'Our Day Will Come']"", "" 'Take The Short Way Home'"", "" 'Take the Short Way Home'"", "" 'The Death of You'"", "" 'The Perfect Place'"", "" 'This Is Young Love'"", "" 'W.G.L.Y.'"", "" 'You Are My Love'"", "" 'Yours'"", ""['Heartbreaker pt. 3'"", ""['Heartbreaker'""]",Heartbreaker,mbrainz_3276,1989.0,R&B / Soul,"Warwick, Dionne (and others)",United States of America
k04__fab__discogs__lastFM_83204,"['k04__fab__discogs__lastFM_83204', 'lastFM_83204', 'mbrainz_33665']",,1999-01-01 00:00:00,"["" 'Music Box']"", ""['Take It To The Street!'"", ""['Take It to the Street!'""]",T.I.T.T.S. / Music Box,k04__fab__discogs__lastFM_83204,160.0,,"Buffalo Bunch, The",France
mbrainz_27291,"['mbrainz_27291', 'k04__fab__discogs__lastFM_68309', 'lastFM_68309']",,2014-01-01 00:00:00,"["" 'Atlas']"", "" 'Avalanches'"", "" 'Avalanches']"", "" 'Beaurepaire'"", "" 'Copacabana'"", "" 'Cornet GlacÃ©'"", "" 'Crocodile'"", "" 'DÃ©serteur'"", "" 'DÃƒÂ©serteur'"", "" 'Guanabara Bay'"", "" 'Monokini'"", "" 'Oslo'"", "" 'Voir la Mer'"", "" 'Voir la mer'"", ""['Mea Culpa'""]",Gemini,mbrainz_27291,1566.0,,"Gallo, Adrien",France
mbrainz_7088,"['mbrainz_7088', 'k04__fab__lastfm__discogs_31486', 'discogs_31486']",CBS,1979-01-01 00:00:00,"["" 'Your Chosen Life']"", ""['Trouble In The World'"", ""['Trouble in the World'""]",Trouble in the World (release),mbrainz_7088,220.0,Rock,"Only Ones, The",United Kingdom of Great Britain and Northern Ireland
discogs_4730,"['discogs_4730', 'mbrainz_998', 'k04__fab__lastfm__discogs_4730']",Polydor,1975-01-01 00:00:00,"["" 'Circus']"", "" 'How Time Flies'"", "" 'Love Of Life'"", "" 'Love of Life'"", "" 'Only Time Will Tell'"", "" 'The Last Seagull'"", "" 'Voice From Yonder'"", ""['To The World Of The Future'"", ""['To the World of the Future'""]",To The Future Of The World,discogs_4730,451.0,Electronic / Dance,Earth And Fire,Netherlands
discogs_129285,"['discogs_129285', 'k04__fab__lastfm__discogs_129285', 'mbrainz_22568']",BineMusic,2014-03-24 00:00:00,"["" 'Backwood'"", "" 'Broken Stone'"", "" 'Immaculate"", "" 'Lips Parted"", "" 'Singing In Clay'"", "" 'Singing Through Qualia']"", "" 'Singing in Clay'"", "" 'The Nature Of Being'"", "" 'The Nature of Being'"", "" 'This Is The Dead Land'"", "" 'This Is the Dead Land'"", "" Air'"", "" With Hope'"", ""['Muster'""]",Electronic Garden,discogs_129285,354.0,Electronic / Dance,Scanner,Germany
k04__fab__discogs__lastFM_48165,"['k04__fab__discogs__lastFM_48165', 'lastFM_48165', 'mbrainz_19396']",,2013-09-04 00:00:00,"["" 'Natsu No Owari']"", "" 'natsu no owari']"", ""['Endless Summer'"", ""['endless summer'""]",Endless Summer,k04__fab__discogs__lastFM_48165,30.0,,Vampillia,
lastFM_5422,"['lastFM_5422', 'mbrainz_2544']",,2001-01-01 00:00:00,"[' ""Santan\'s Friends""', "" 'Alcudia'"", "" 'All Hang Out'"", "" 'Casual Sex'"", "" 'Emotion'"", "" 'Hard Enough'"", "" 'I Like It'"", "" 'Narcotic Days'"", "" 'Remember'"", "" 'Somethingsaremoreimportantthanmusic'"", "" 'The Beareaved'"", "" 'When the Music Ends']"", '[""Bang Bang You\'re Dead""', '[]']",Album: The Tracksuit Trilogy,lastFM_5422,2397.0,,"Experimental Pop Band, The",Germany
k04__fab__lastfm__discogs_9225,"['k04__fab__lastfm__discogs_9225', 'discogs_9225', 'mbrainz_2047']",A&M Records,1991-01-01,"[' ""Pushin\' Forward Back""', "" 'All Night Thing']"", "" 'Call Me A Dog'"", "" 'Call Me a Dog'"", "" 'Four Walled World'"", "" 'Hunger Strike'"", "" 'Pushin Forward Back'"", "" 'Reach Down'"", "" 'Times Of Trouble'"", "" 'Times of Trouble'"", "" 'Wooden Jesus'"", "" 'Your Saviour'"", ""['Say Hello 2 Heaven'""]",Dog Of The Temple,k04__fab__lastfm__discogs_9225,3186.0,Rock,Dog Of The Temple,United States of America
mbrainz_3048,"['mbrainz_3048', 'lastFM_6436']",,2006-02-17 00:00:00,"[' ""Hit \'em""', ' ""Who Ya Rockin\' With?""', "" 'Beat U 2 Death (feat. Dazzler)'"", "" 'Blast Tha Crowd'"", "" 'Blast tha Crowd'"", "" 'Clit.Com'"", "" 'Clit.com'"", "" 'Fuck The Titties (The Viper & Tommyknocker Remix)'"", "" 'Fuck tha Fame']"", "" 'Fuck tha fame']"", "" 'Fuck the Titties (The Viper & Tommyknocker remix)'"", "" 'I Call Th Shots'"", "" 'I Call Tha Shots'"", "" 'If You Want It Like That'"", "" 'Keep Them Titties Jumping'"", "" 'Keep them titties jumping'"", "" 'Mastah of Shock'"", "" 'Premonition'"", "" 'Rotterdam Nightmare'"", "" 'Still A Playah'"", "" 'Still a Playah'"", "" 'Tha Bounce'"", "" 'The Explained'"", "" 'The Prophecy Unfolds (Tha Playad remix)'"", "" 'The Prophecy Unfolds'"", "" 'The Rule of Cool'"", "" 'The Unexplained'"", "" 'Weird Clit (Neophyte & Evil Activities remix)'"", "" 'Weird Shit'"", ""['Bling Bling'""]",The Greatest Clits,mbrainz_3048,3801.0,,"Playah, Tha",Netherlands
k04__fab__discogs__lastFM_69727,"['k04__fab__discogs__lastFM_69727', 'lastFM_69727', 'mbrainz_27835']",,1999-01-01 00:00:00,"["" 'As They Dug Their Way Out Into Machinery of Death'"", "" 'Before the Obliveon']"", "" 'Far Beyond"", "" 'From the Lands Where the Winds Die'"", "" 'The Godless Keep'"", "" 'as they dug their way out into machinery of death'"", "" Before the Time'"", ""['Those Beneath the Moaning Castle'""]","Far Beyond, Before the Time",k04__fab__discogs__lastFM_69727,572.0,,Kerovnian,United Kingdom of Great Britain and Northern Ireland
lastFM_16149,"['lastFM_16149', 'discogs_33925', 'mbrainz_7568']",Atlantic,1961-01-01 00:00:00,"["" 'Voodoo Voodoo']"", ""['Hey Memphis'""]",Hey Memphis / Voodoo Voodoo,lastFM_16149,0.0,Pop,"Baker, LaVern",United States of America
mbrainz_5988,"['mbrainz_5988', 'discogs_80778', 'k04__fab__lastfm__discogs_80778']",Versailles,1986-01-01 00:00:00,"[' ""I\'m Coming To Get You""', ' ""You\'ve Got The Lovin\'""', "" 'Blue Day Gone'"", "" 'Body And Soul'"", "" 'Body and Soul'"", "" 'Breathless (Helpless)'"", "" 'Breathless'"", "" 'Found My Girl'"", "" 'Iâ€™m Coming to Get You'"", "" 'On the Heart'"", "" 'One Heart'"", "" 'Rock Me Slow'"", "" 'Sunshine'"", "" 'Thank You My Love'"", "" 'Trilogy']"", "" 'Youâ€™ve Got the Lovinâ€™'"", ""['Last Day of Summer'"", ""['Last Days Of Summer'""]",Trilogy,mbrainz_5988,705.0,Pop,Imagination,France
discogs_92388,"['discogs_92388', 'mbrainz_15500']",Burger Records,2011-11-22 00:00:00,"[' ""I Think I\'ve Had It""]', "" '...And Then Judy Walked In'"", "" 'Booksmarts'"", "" 'Bullet Proof Nothing'"", "" 'Caesar'"", "" 'Cents'"", "" 'Dating (Demo)'"", "" 'Dating (demo)'"", "" 'Fuzzy Cat'"", "" 'Happy Creeps'"", "" 'Hey Big Mouth'"", "" 'I Think Iâ€™ve Had It']"", "" 'It'"", "" 'Lovely One (Demo)'"", "" 'Lovely One (demo)'"", "" 'Maria Stacks'"", "" 'Ms. White'"", "" 'My Sunshine'"", "" 'No No'"", "" 'Shoot Me In The Head (Demo)'"", "" 'Shoot Me in the Head (demo)'"", "" 'Skin'"", "" 'So Alone (Demo)'"", "" 'So Alone (demo)'"", "" 'Son Of Sam'"", "" 'Son of Sam'"", "" 'Standing At The Station (Demo)'"", "" 'Standing At The Station'"", "" 'Standing at the Station (demo)'"", "" 'Standing at the Station'"", "" 'Sweets'"", "" 'The Drag (Demo)'"", "" 'The Drag (demo)'"", "" 'â€¦And Then Judy Walked In'"", ""['Where We Go'""]",Singles 2007â€“2010,discogs_92388,3265.0,Rock,"Segall, Ty",United States of America
mbrainz_16187,"['mbrainz_16187', 'lastFM_36976']",,,"[' ""Butterfly Kisses / Daddy\'s Little Girl (feat. Kippi Brannon)""]', ' ""Butterfly Kisses / Daddy\'s Little Girl""]', ' ""Cheatin\' on Her Heart""', ' ""Hangin\' by a Thread""', ' ""Here\'s the Deal""', ' ""She\'s the One""', ' ""Try Bein\' Me""', "" 'As One as Two Can Get'"", "" 'Do It Again'"", "" 'If You Wanna Get to Heaven'"", "" 'The Stone'"", "" 'Today I Started to Love You Again (feat. Merle Haggard)'"", "" 'Today I Started to Love You Again'"", ""['Butterfly Kisses'""]",Butterfly Kisses (orig.),mbrainz_16187,1553.5,,"Carson, Jeff",
mbrainz_602,"['mbrainz_602', 'discogs_2656', 'k04__fab__lastfm__discogs_2656']",Ed Thrasher,2002-11-18 00:00:00,"["" 'Long Hot Sex Nights'"", "" 'Long Hot Sexy Nights (feat. Norma Jean Bell)'"", "" 'The Dancer (DJ Tonka Remix)']"", "" 'The Dancer (DJ Tonka remix)']"", ""['The Dancer'""]",The Dancer,mbrainz_602,1321.0,Electronic / Dance,Moodymann feat.,Germany
mbrainz_8150,"['mbrainz_8150', 'discogs_36675', 'lastFM_17433']",EFA|Decoy,1992-01-01 00:00:00,"[' ""Phil\'s Start""]', ""['Undertow'""]",*popular* Undertow,mbrainz_8150,0.0,Rock,"Edsel Auctioneer, The",United Kingdom of Great Britain and Northern Ireland
