id,nm,ly,stu,sys,g,fran
dbpedia_15419,Risk game) (video,,Runecr,Amiga,Turn-based strategy,
dbpedia_15420,Colin McRae Rally 2005,01.01.2005,Codemasters,PlayStation 2,,Colin McRae Rally and Dirt
dbpedia_15421,Harlem Globetrotters: World Tour,01.01.2007,Fu11 Fat,DS,Sports video game,
dbpedia_15422,Duke Nukem 3D,,Gearbox Software,Android (operating system),First-person shooter,Duke Nukem
dbpedia_15423,,01.01.1996,Tiertex Design Studios,,Sports game,
dbpedia_15424,Pocket Legends,01/01/2010,Spacetime Studios,Web Browser,MMORPG,
dbpedia_15425,Star Trek DAC,2009-01-01,Naked Sky Entertainment,PC,5hootcr game,
dbpedia_15426,World Baseball '98,1997-01-01,Sega,Sega Saturn,Sports game,
dbpedia_15427,Strider (1989 arcade game),2006-01-01,Capcom,PC Engine CD,Platformer,
dbpedia_15428,Might & Magic: Clash of Heroes,"January 01, 2013",Capybara Games,Microsoft Windows,Adventure game,Might and Magic
dbpedia_15429,Cyber Spin,01.01.1992,Arc System Works,Super Nintendo,Racing video game,
dbpedia_15430,Viking: Battle for Asgard,01.01.2008,Creative,360 Xbox,Hack and slash,
dbpedia_15431,Asphalt V,2009-01-01,,Symbian,Racing video game,
dbpedia_15432,Mega Mall Story,"January 01, 2013",Kairosoft,,Simulation video game,
dbpedia_15433,Soldier of Fortune (video game),01/01/2001,Software Raven,Microsoft Windows,First-person shooter,
dbpedia_15434,Street Fighter III: 3rd Strike,01/01/1999,,Xbox,,
dbpedia_15435,Tom Clancy's Rainbow Six: Rogue Spear,"January 01, 2000",Majesco Entertainment,Game Boy Advance,Tactical FPS,
dbpedia_15438,Lunaria: Virtualized Moonchild,01.01.2022,Key (company),Microsoft Windows,novel Visual,
dbpedia_15439,Tom Clancy's H.A.W.X,01.01.2009,Ubisoft Kyiv,IOS,Combat flight simulator,
dbpedia_15440,Wargame: Red Dragon,2014-01-01,Eugen Systems,Linux,Real-time strategy,
dbpedia_15441,Triggerheart Exelica,01.01.2008,,,Ahoot 'ek ip,
dbpedia_15442,San Francisco Rush: Extreme Racing,01/01/2005,Atari Games,GameCube,Racing video game,
dbpedia_15445,Advance Baseball,"January 01, 2002",Smilebit,Game Boy Advance,Sports game,
dbpedia_15446,Madden NFL 2005,01.01.2004,EA Tiburon,,Sports gomc,Madden N
dbpedia_15447,Muscle March,01.01.2009,Namco Bandai Games,,Action game,
dbpedia_15448,Super Mario 3D All-Stars,,1-Up Studio,,Action-adventure,
dbpedia_15449,Quest for Glory II: Trial by Fire,,,MS-DOS,Role-playing video game,
dbpedia_15450,Power Drift,1988-01-01,Activision,Sega Saturn,Kart racing game,
dbpedia_15451,List of Monster Jam video games,,Virtuos,Xbox 360,Racing,Monster Jam
dbpedia_15452,Game Dev Story,01/01/2010,Kairosoft,Switch,Business simulation game,
dbpedia_15453,JumpStart Kindergarten,01.01.1997,,,Educational video game,JumpStart
dbpedia_15454,Mini Ninjas,2012-01-01,,Microsoft Windows,Action Adventure,
dbpedia_15456,Paws and Claws: Pet Vet,"January 01, 2007",Sproing Interactive Media,Wii,Pet-raising simulation,
dbpedia_15458,Tomb Raider: The Angel of Darkness,01/01/2003,Core Design,,Stealth game,
dbpedia_15460,Kirby's Avalanche,01.01.1995,Compile (publisher),,Puzzle video game,
dbpedia_15461,Risk (video game),01.01.2009,Runecraft,Xbox One,Turn-based strategy,
dbpedia_15462,Putt-Putt Travels Through Time,,Humongous Entertainment,IOS,,
dbpedia_15463,Medieval II: Total War: Kingdoms,"January 01, 2007",Creative Assembly,Android (operating system),Real-time tactics,
dbpedia_15464,Michael Jackson: The Experience,,UBI Montpellier,PlayStation Portable,Rhythm game,
dbpedia_15465,Oddworld: Stranger's Wrath,01.01.2012,Android mobile operating system,PS3,Action-adventure game,
dbpedia_15466,PixelJunk Monsters,01/01/2013,Q-Games,PlayStation Portable,Tower,
dbpedia_15467,Pool Paradise: Golden Poker Series,,Awesome Developments,Microsoft Windows,Sports game,
dbpedia_15468,Mega Man Legends 3,,Capcom,3DS,Third-person shooter,Mega Man Legends
dbpedia_15469,Ankh (video game),2006-01-01,,Linux,Adventure game,
dbpedia_15470,Exit (video game),2005-01-01,Taito Corporation,Xbox 360,,
dbpedia_15471,Game of Thrones (2014 video game),"January 01, 2014",Telltale Games,Android (operaTing system),Graphic adventure game,
dbpedia_15473,BurgerTime World Tour,01.01.2011,MonkeyPaw Games,X360,Platform game,BurgerTime
dbpedia_15474,Math Blaster Mystery: Great Brain Robbery,1994-01-01,Davidson & Associates,Macintosh,Adventure game,Learning System
dbpedia_15475,Robotics;Notes,2019-01-,5pb.,Swutfb,,Science Adventure
dbpedia_15476,Triggerheart Exelica,"January 01, 2009",Warashi,I-mode,'em up,
dbpedia_15477,Oddworld: Stranger's Wrath,,,Xbox One,shooter First-person,Pdd3orkd
dbpedia_15478,Mercury Meltdown,,Ignition Banbury,PlayStation Portable,,
dbpedia_15479,The Lord of the Rings: The Two Towers (video game),01/01/2002,Stormfront Studio,GameCube,Action game,
dbpedia_15480,,01.01.2010,,IOS,Platform game,
dbpedia_15481,Tomb Raider Chronicles,"January 01, 2000",Main design concept,Playstation,,
dbpedia_15483,Minecraft,,Mojabg Xyudios,Switch,Survival game,Minecraft (franchise)
dbpedia_15484,Marvel vs. Capcom 2: New Age of Heroes,"January 01, 2002",Capcom,PS2,Fighter,Marvel vs. Capcom
dbpedia_15486,Destiny 2: The Witch Queen,01/01/2022,Bungie,Xbox One,,
dbpedia_15487,International Cricket Captain,,,Personal computer,Sports game,
dbpedia_15488,Metal Slug 7,"January 01, 2010",No ise Factory,Xbox Live Arcade,Shoot 'em up,
dbpedia_15491,Mega Man (video game),"January 01, 1997",Capcom,PlayStation Portable,Action role-playing game,Mega Man Legends
dbpedia_15492,Beyond the Labyrinth,2012-01-01,Tri-Ace,3DS,crawl Dungeon,
dbpedia_15493,Senran Kagura: Estival Versus,"January 01, 2015",Tamsoft,Microsoft Windows,Hack and Slash Action,Senran Kagura
dbpedia_15494,Destroy All Humans! (2020 video game),"January 01, 2020",Black Forest Games,Google Stadia,Action-adventure game,
dbpedia_15495,Risk (video game),2015-01-01,"Sculptured Software, Inc.",Sega Genesis,Turn-based strategy,
dbpedia_15497,Mega Man X4,01/01/1997,Capcom,Playstation,Action game,
dbpedia_15498,World Championship Snooker 2003 (video game),,Blade Interactiv,PS2,Sports game,World Snooker Xhampionxhip (seties)
dbpedia_15500,International Karate,01/01/2008,System 3 (company),,Fighting game,
dbpedia_15501,Kowloon High-School Chronicle,"January 01, 2004",,PS2,Dung3on craeo,Tokyo Majin Gakuen Denki
dbpedia_15503,List of Fire Pro Wrestling games,1991-01-01,Human Entcrtainmcnt,WonderSwan,,
dbpedia_15504,Civilization V,"January 01, 2010",Firaxis Games,OS X,Turn-based strategy,
dbpedia_15505,Star Ocean: Till the End of Time,"January 01, 2003",Tri-Ace,PS2,Action role-playing game,
dbpedia_15507,King's Quest 3,01/01/1986,Entertainment Sierra,MS-DOS,,King's Quest
dbpedia_15508,Kinnikuman Muscle Grand Prix,"January 01, 2007",Aki Corporation,Arcade game,Fighting,
dbpedia_15509,,01.01.2012,AlphaDream,Game Boy Color,Digital collectible card game,
dbpedia_15511,Liberty or Death (video game),01.01.1993,Koei,Super Nintendo,T8rn-hased stratefy,
dbpedia_15512,Tribes: Vengeance,,Irrational Games,Microsoft  Windows,First-person shooter,
dbpedia_15513,BlazBlue: Calamity Trigger,"January 01, 2008",Arc System Works,Arcade game,Fighter,
dbpedia_15514,Tom Clancy's Splinter Cell (video game),01/01/2002,Ubi Soft Montreal,,5tcalth game,
dbpedia_15515,War Gods (video game),01.01.1997,Eurocom,Arcade game,Fighting game,
dbpedia_15516,Ultimate Mortal Kombat 3,01/01/2010,Avalanche Software,Sega Genesis,Fighting game,
dbpedia_15517,NBA Jam (2010 video game),01/01/2010,EA Canada,IOS,Sports Video Game,
dbpedia_15518,Donkey Kong 3,"January 01, 1984",Soft,NEC PC-6601,Shooter game,
dbpedia_15519,Monster Rancher Advance 2,"January 01, 2002",Tecmo,Game Boy Advance,Life simulation game,Monster Rancher
dbpedia_15520,Brunswick Pro Bowling,01.01.2016,PlayStation 2,Wii U,Sports,
dbpedia_15524,RoboCop (1988 video game),,Data Ea,TRS-80 Color Computer,,
dbpedia_15525,Defiance (video game),01/01/2013,Trion Worlds,Xbox 360,Action role-playing game,
dbpedia_15526,Deus Ex: Human Revolution,01/01/2011,Eidos-Montréal,X360,Immwrsifs sim,
dbpedia_15527,Mortal Kombat Trilogy,01/01/1996,Avalanche Software,Nintendo 64,Fighting game,Mortal Kombat
dbpedia_15529,Soul Edge,,Namco,Playstation,Fighting game,Soulcalibur
dbpedia_15530,Everybody's Golf 2,,Clap Hanz,Playstation,Sports game,
dbpedia_15532,Arabians Lost: The Engagement on Desert,01/01/2006,QuinRose,Microsoft Windows,Visual novel,
dbpedia_15533,Donkey Kong 3,01.01.1983,Intelligent Systems,NEC PC-8801,Shooter game,
dbpedia_15534,Daisenryaku,,Genki (company),Dreamcast,Strategy game,
dbpedia_15536,Might & Magic: Clash of Heroes,"January 01, 2011",,,Puzzle game,
dbpedia_15537,Ray Tracers,1997-01-0,Taito,PlayStation Network,Racing video game,
dbpedia_15538,,01.01.2007,Warashi,Arcade game,Shoot 'em up,
dbpedia_15539,God,01/01/2010,Bolt Creative,IOS,God game,
dbpedia_15541,Higurashi Daybreak,2006-01-01,Cavia (company),PlayStation Portable,Third-person shooter,
dbpedia_15542,Supreme Snowboarding,01.01.1999,Housemarque,Microsoft Windows,Snowboarding video game,
dbpedia_15543,Bomb Chicken,01.01.2018,Nitrome,,Puzzle-platform game,
dbpedia_15545,List of Monster Jam video games,2019-01-01,Torus Games,Xbox 360,Racing game,Monster Jam
dbpedia_15546,,1991-01-01,K1D,Nintendo Entertainment System,Action game,
dbpedia_15547,Crossing Souls,,fourattic,MacOS,Action-adventure game,
dbpedia_15548,Luxor 2,01/01/2006,MumboJumbo,Xbox Live,,
dbpedia_15549,Tom Clancy’s Rainbow Six III: Raven Shield,2003-01-01,Ubi Soft Milan,Mac OS X 10.5,Tactical shooter,Tom Clancy's Rainbow Six
dbpedia_15550,Oxenfree,01/01/2016,Night School Studio,OS X,,
dbpedia_15551,,01/01/1987,Sega,Genesis,Role-playing video game,Phantasy Star
dbpedia_15553,List of Monster Jam video games,01.01.2020,,PlayStation Portable,Raeing gamc,
dbpedia_15554,Raiden III,,Seibu Kaihatsu,I-mode,Shoot 'em up,Raiden
dbpedia_15557,R.C. Pro-Am II,01/01/1992,,Nintendo Entertainment System,,
dbpedia_15559,Vice: Project Doom,"January 01, 1991",Aicom,NES,Platform game,
dbpedia_15560,Michael Jackson: The Experience,,Ubisoft Sao Paulo,Nintendo DS,Music video gaMe,
dbpedia_15561,Shadowgate,"January 01, 1989",ICOM Simulations,Windows,Adventure game,
dbpedia_15563,Enthusia Professional Racing,"January 01, 2005",Konomi,PS2,Sim racing,
dbpedia_15564,Skylanders: Spyro's Adventure,2011-01-01,Vicarious Visions,3DS,Toys-to-life,Skylanders
dbpedia_15565,Spawn: In the Demon's Hand,01/01/2000,Capcom,Dreamcast,Action Arcade,
dbpedia_15566,List of Monster Jam video games,01.01.2021,Game Team6 Studios,PlayStation Portable,Vehicularcombat game,
dbpedia_15567,King’s Quest 2,,,,Adventure game,King's Que
dbpedia_15569,Oddworld: Stranger's Wrath,2011-01-01,Ouya,MacOS,First-person sbootcr,Oddworld
dbpedia_15570,Harry Potter and the Philosopher's Stone (video game),2001-01-01,Eurocom,,Role-playing video game,
dbpedia_15571,Wild Gunman,1976-01-01,,Famicom/Nintendo Entertainment System,Ligbt gun shootcr,
dbpedia_15572,Revenge of the 'Gator,01.01.2013,HAL Laborator,Game Boy,Pinball game,
dbpedia_15576,Castle Crashers,01/01/2008,The Behemoth,X360,Eide scropper,
dbpedia_15577,List of Monster Jam video games,01/01/2019,,PS3,Racing video game,
dbpedia_15578,Sniper Elite 4,01/01/2020,Rebellion Developments,Google Stadia,shooter Tactical,Sniper Elite
dbpedia_15579,WWE Legends of WrestleMania,,,P S3,,
dbpedia_15580,Game Over II,,Dinamic Software,,Platform game,
dbpedia_15581,FIFA,2010-01-01,Entertainment Exient,DS,Sports game,
dbpedia_15582,Shenmue (video game),01.01.1999,Sega AM2,XB1,Life simulation game,Shenmue
dbpedia_15583,Digimon World,1999-01-01,Flying Tiger Development,,Role-playing video game,
dbpedia_15584,Terraria,2016-01-01,Re-Logic,Xbox One,Sandbox game,
dbpedia_15585,From Dust,01/01/2011,,PS3,,
dbpedia_15586,Valkyria Chronicles (video game),2016-01-01,Media.Vision,PlayStation 4,Third-person shooter,Valkyria Chronicles
dbpedia_15589,Broforce,,Free Lives,Switch,Run-and-gun platform game,
dbpedia_15592,Tomoyo After: It's a Wonderful Life,2013-01-01,Key (company),Switch,Visual novel,Clannad (video game)
dbpedia_15594,Assassin's Creed: Altaïr's Chronicles,2008-01-01,Gameloft,Android (operating system),,Assassin's Creed
dbpedia_15596,Kanon (video game),2000-01-01,Key (company),PS2,Visual novel,
dbpedia_15598,,01/01/2014,Blizzard Entertainment,PS3,Hack and slash,(series) Diablo
dbpedia_15600,James Bond 007: Nightfire,"January 01, 2004",,PS2,First-person shooter,
dbpedia_15601,Worms World Party,,team17,Dreamcast,Strategy game,Worms (series)
dbpedia_15602,Battletoads (1991 video game),1991-01-01,Mindscape (company),Nintendo Entertainment System,Beat 'em up,Battletoads
dbpedia_15603,Tom Clancy's Ghost Recon Wildlands,01.01.2017,Ubisoft Milan,PS4,Tactical shooter,Tom Clancy's Ghost Recon
dbpedia_15605,Remix NES,01/01/2014,Nintendo EAD Tokyo,Wii U,Arcade game,
dbpedia_15606,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei,01/01/2022,"Spike Technologies, Inc.",,Visual novel,
dbpedia_15608,The Pink Panther: Hokus Pokus Pink,1997-01-01,,Microsoft Windows,Adventure game,
dbpedia_15609,Stealth Bastard,01.01.2012,Studios Curve,IOS,Stealth,
dbpedia_15611,,01.01.2009,NGDEV,Nco Gco (console),Scrolling shooter,
dbpedia_15612,Last Ninja 3,,,Commodore 64,Action-adventure game,
dbpedia_15613,Shantae and the Seven Sirens,2019-01-01,WayForward,XboX One,Metroidvania,
dbpedia_15614,Daisenryaku,01/01/2006,SystemSoft,Xbox 360,Zt5atehy game,
dbpedia_15615,Wedding Dash,2009-01-01,,IPhone OS,Strategy game,
dbpedia_15616,,,Cybiko,Microsoft Windows,game video Racing,
dbpedia_15617,Indiana Jones and the Infernal Machine,01.01.2000,LucasArts,Microsoft Wind,,
dbpedia_15619,The Lego Movie Videogame,01/01/2014,TT Fusion,3DS,Action-adventure game,The Lego Movie (franchise)
dbpedia_15620,Ibara (video game),2005-01-01,Cave (company),PS2,Scrolling shooter,
dbpedia_15621,Penny Arcade Adventures: On the Precipice of Darkness,"January 01, 2013",Hothead Games,Mac OS X,Role-playing video game,
dbpedia_15622,Metal Slug Anthology,01.01.2015,Terminal Reality,PlayStation Portable,Run and gun (video game),Metal Slug (series)
dbpedia_15623,Le Mans 24 Hours (video game),01/01/2002,VD-dev,Microsoft Windows,Racing video game,
dbpedia_15624,Zenonia,,Gamevil,Windows Mobile,ARPG,
dbpedia_15625,Gitaroo Man,01/01/2001,,,Music game,
dbpedia_15626,Strider (1989 arcade game),2006-01-01,E4va,,Hack and slash,
dbpedia_15628,Hanjuku Hero,01/01/1992,,Nintendo Super,Real-time strategy,
dbpedia_15629,Summer Pockets,01.01.2020,Key (company),Windows,Visual novel,
dbpedia_15630,Gears 5,2020-01-01,The Coalition (company),Xbox Series X/S,Third-person shooter,
dbpedia_15632,Antinomy of Common Flowers,01/01/2018,Twilight Frontier,Switch,Fighting video game,
dbpedia_15634,List of Fire Pro Wrestling games,01.01.2000,Human Entertainment,Sega Saturn,Professional wrestling,Fire Pro Wrestling
dbpedia_15636,Mega Man 5,01.01.1992,Capcom,Android (operating system),Action,Mega Man (original series)
dbpedia_15637,SWAT Force,,,game Mobile,Shoot 'em up,
dbpedia_15638,List of Monster Jam video games,"January 01, 2016",Inland Producti,Switch,Racing game,
dbpedia_15639,Dariusburst,2015-01-01,,PlayStation Vita,Shmup,Darius (series)
dbpedia_15640,Train Valley,01/01/2016,Flazm,IOS,,
dbpedia_15641,Shades,01/01/2009,Wolfire Games,Mac OS 9,First-person shooter,
dbpedia_15642,Contra (video game),"January 01, 1988",Konami,MSX,Run-and-gun shooter,Contra (series)
dbpedia_15643,The Amazing Spider-Man (2012 video game),01/01/2012,Other Ocean Interactive,X360,Action-adventure game,Spider-Man in video games
dbpedia_15644,Arthur and the Invisibles (video game),01/01/2007,Neko Entertainment,Game Boy Advance,,
dbpedia_15645,The Lost Mind of Dr. Brain,,Bright Star Technology,Macintosh,Computer puzzle game,
dbpedia_15647,Heavy Bullets,01/01/2014,Terri Vellmann,Microsoft Windows,Roguelite,
dbpedia_15648,FIFA International Soccer,01/01/1993,Creative Assembly,Gear Game,Sports video game,FIFA (video game series)
dbpedia_15649,Just Dance 2023 Edition,01.01.2022,Ubisoft Mumbai,,Music video game,Just Dance (video game series)
dbpedia_15650,Tecmo Super Bowl III: Final Edition,1995-01-01,Tecmo,Super Nintendo,,
dbpedia_15651,Oddworld: Stranger's Wrath,01.01.2022,IOS,PlayStation 4,Action-adventure game,
dbpedia_15652,Fish Out of Water (video game),01/01/2013,Halfbrick Studios,Android (operating system),Action gam,
dbpedia_15653,NBA Showtime: NBA on NBC,,Eu5oc9k,,Sports game,
dbpedia_15654,Build-a-lot,,HipSoft,BlackBerry,Business simulation game,
dbpedia_15655,SRD: Super Real Darwin,01/01/1990,,Sega Mega Drive,,
dbpedia_15656,Stacking (video game),2011-01-01,Doybld Fine Prpductions,Linux,Adventure video game,
dbpedia_15657,Michael Jackson: The Experience,01/01/2015,Ubisoft Paris,DS,Rhythm game,
dbpedia_15658,Zoo Keeper (2003 video game),"January 01, 2004",Success (company),Game Boy Advance,,
dbpedia_15659,Final Fantasy Crystal Chronicles (video game),01.01.2020,Square (video game company),GameCube,Action role-playing game,Final Crystal Fantasy Chronicles
dbpedia_15660,Rome: Total War: Alexander,2014-01-01,Creative Assembly,IOS,TBS,
dbpedia_15661,Democracy (video game),2016-01-01,Positech Games,Linux,Political simulation game,
dbpedia_15664,Record of Agarest War Zero,,Laughing Jackal,Android OS,Tactical role-playing game,
dbpedia_15665,Build-a-lot,"January 01, 2009",HipSoft,IOS (Apple),Business simulation game,
dbpedia_15667,King’s Quest 1,1990-01-01,Sierra Entertainment,Sega Master System,Adventurc gamc,
dbpedia_15668,Final Fantasy III (2006 video game),01/01/2012,,PlayStation Portable,Rope-lpaying game,Fino1 Fantasy
dbpedia_15669,Innocent Life: A Futuristic Harvest Moon,01.01.2006,ArtePiazza,,Role-llaying v8reo game,
dbpedia_15670,Reel Fishing: The Great Outdoors,,Natsume (company),PlayStation Network,Fishibg videl gam4,
dbpedia_15672,Kamaitachi no Yoru,01.01.2018,,Super Nintendo,Horror fiction,
dbpedia_15673,Dragon Knight 4,1997-01-01,Banpresto,PCFX,Strategy role-playing game,Dragon Knight (hentai)
dbpedia_15675,Madden NFL 07,01.01.2006,Exient Entertainment,GameCube,Sports game,Madden NFL
dbpedia_15676,VR Troopers (video game),01.01.1995,,Game Gear,Fighting game,VR Troopers
dbpedia_15677,Maniac Mansion,1988-01-01,LucasArts,Amiga,Graphic adventure game,
dbpedia_15678,Mighty Switch Force! 2,01.01.2013,WayForward,,,
dbpedia_15679,Uno game) (video,01/01/2017,PS4,Xbox 360,,Uno (card game)
dbpedia_15680,Fallout Shelter,29q7-01-p1,,IOS,Construction and management simulation,Fallout (series)
dbpedia_15681,Chase H.Q.,"January 01, 1989",Taito,Amiga,Vehicular combat,
dbpedia_15682,Final Fantasy II,"January 01, 2007",Square (video game company),EZweb,Role-playing video game,Rinal Fwntas6
dbpedia_15683,Puyo Pop Fever,2004-01-01,Sonic Team,Walkman E Series,Puzzle game video,
dbpedia_15686,Rush'n Attack,l98S-01-01,Konami,ZX Spectrum,Run and gun game,
dbpedia_15687,Rambo III (video game),"January 01, 1989",Taito,Spectrum,Shooter game,
dbpedia_15688,,01.01.1997,Nex Entcrtoinment,Sega Satur,Fighting ga,
dbpedia_15691,Risk (video game),"January 01, 2009",Runecraft,,Turn-based strategy,
dbpedia_15692,Tales of Aravorn: Seasons of the Wolf,,Wunter Wolfed,Mac OS,,
dbpedia_15694,List of Monster Jam video games,01/01/2008,Rainbow Studios,Switch,Racing game,
