id,t,ar,rd,rc,du,lb,g,tk
mbrainz_5773,Era of Diversion,Evol Intent,2008-03-04,United States of America,42 57,,,"['The Foreword', 'Era of Diversion', 'The Curtain Falls', 'South London', 'Death, Lies & Videotape', 'Odd Number', 'Awkward Rhythm of the Dance', '8 Bit Bitch (Spor remix)', ""I'm Happy Your Grave is Next to Mine"", '5:30 PM', 'Reality Check', 'Smoke and Mirrors', 'Mutiny', 'Double Glock', 'Dead on Arrival', 'Gunpowder Plot', 'Middle of the Night', ""The Oscine's Lament"", ""Maybe We'll Dance Tomorrow""]"
mbrainz_5780,Singles Roundâ€?Up,"Golightly, Holly",2001-01-01,,1:11:28,,,"['Virtually Happy', 'The Ride #1', 'No Big Thing', 'My Own Sake', 'â€™Til I Get', 'Waiting Room', 'I Canâ€™t Be Trusted', 'Card Table', 'No Hope Bar', 'Believe Me #1', 'Come the Day', 'In You', 'Believe Me #2', 'Stain', 'Wonâ€™t Go Out', 'Too Late Now', 'Sand', 'Lonesome Town', 'Your Love Is Mine', 'Laughing to Keep From Crying', 'Listening', 'Rain Down Rain', 'You Shine', 'Box Elder']"
mbrainz_5800,The Bedside Drama: A Petite Tragedy,of Montreal,01.01.1998,United States of America,2367,,,"['One of a Very Few of a Kind', 'Happy Yellow Bumblebee', 'Little Viola Hidden in the Orchestra', ""The Couple's First Kiss"", 'Sing You a Love You Song', 'Honeymoon in San Francisco', ""The Couple in Bed Together Under a Warm Blanket Wrapped Up in Each Other's Arms Asleep"", 'Cutie Pie', 'Panda Bear', ""Sadness Creeping Up and Scaring Away the Couple's Happiness"", 'Please Tell Me So', ""My Darling, I've Forgotten"", ""You Feel You Must Go, Don't Go!"", 'Just Recently Lost Something of Importance', 'The Hollow Room', ""It's Easy to Sleep When You're Dead""]"
mbrainz_5801,Broken Wings,Broken Wings,04/01/1996,,48m 14s,,,"['Lift Me Up', 'Suzanna', 'Let A Good Thing Die', 'I Belong', 'Fine Now', 'Hold Out', 'Glad As Hell', 'Heart Of Stone', 'Never Say Never', 'Baby I Need You', 'Go Now']"
mbrainz_5809,Dangerous Prospects,Dubee,01/01/1999,United States of America,1h 36s,,,"['Third Time Coming', 'Body Bleeding', ""ABC's 123's"", 'Dangerous Prospecx', 'Crucial', 'Game', 'Get Down', 'Brang It', 'Soliders Only', 'Circumstances', 'Skrill', 'Mobb Shit', 'Thats It', 'Get Yours', 'Cavvy R. Symphony', 'Triple C-Ya']"
mbrainz_5823,The Final Ascension - A Retrospective 88-92,Every New Dead Ghost,01/01/2005,Austria,0:54:05,,,"['Miranda', 'Hope Cemetery', 'Not In A Lifetime', 'Assassin', 'Lonely Faces', 'European', 'Touch The Sky', 'Obvious', 'Naked Truth', 'Relics', ""She's Waiting"", 'Decadance', 'Cages', 'Hunters', 'Sweat']"
mbrainz_5845,California,Sissy Spacek,04/01/2008,United States of America,0:43:28,,,"['Bootleg', 'Spider Mama', 'Casual Cassette', 'Lunar Eclipse Was Boring', 'Return to From', 'Sepsis (version)', 'Suction Cup', 'Pollex', 'Tyburn', 'East East STL', 'Fortnight', 'Shovel Up on Us', 'Secretary Drug', 'Smoke My Blood', 'Polled', 'Index', 'Gon', 'Purple Trouble', 'Acoustic Sepsis', 'Look at My Hand', 'TV Bra', 'Test for Color D', 'Senso Destructo Hat', 'Gutter Bird', 'Pulse Pounding Torment', 'Live at the Smell', 'SOJBX', 'GrandmÃ©re', 'Cake Solo', 'Ottake', 'Magma Earings, Part 1', 'Eaudoxia', 'Rapid Fire', 'What Else Can Be New', 'Dneiper', 'New Pillowcase', 'Magma Earings, Part 2', 'Psychotechnics', 'Bongo', 'First Set', 'Second Set']"
mbrainz_5846,Fearless,"Dunnery, Francis",01/01/1994,United States of America,0:48:33,,,"['American Life in the Summertime', 'Homegrown', 'Fade Away', 'Climbing Up the Love Tree', ""What's He Gonna Say"", 'Feel Like Kissing You Again', 'King of the Blues', ""Everyone's a Star"", ""Couldn't Find a Reason"", 'New Vibration', 'Good Life']"
mbrainz_5866,,Collateral Damage,01/01/1996,United States of America,0:18:43,,,"['Overtones', 'Your Presence', 'You Decide', 'Administer Control']"
mbrainz_5879,Zenboy vs. Bionic Monster 01,Zenboy,2O05-02-1S,Canada,56:49,,,"['Chapter 1: Future Moosick Mechanoidenization', 'Chapter 2: Blazing Lectro Atomic Punch', ""Chapter 3: Let's Begin Now"", 'Chapter 4: Time Flies in the Spiral Vortex Nebula', 'Chapter 5: Stroboscopic Death Ray Filler', 'Chapter 6: Transitive Tech Nemesis', 'Chapter 7: Terrestrial Defense Force Fever', 'Chapter 8: Spark From the Black Lens', 'Epilogue: The Land of Light, Nebula Oddity']"
mbrainz_5896,The Dance of the Moon and the Sun,Natural Snow Buildings,2008-01-01,United States of America,1h 19m 6s,,,
mbrainz_5914,California (album),Echoes Residual,2006,United States of America,2283,,,"['White Cloud', 'Continuing Saga of Julie Patchouli', 'California Creek Suite', 'California']"
mbrainz_5920,United Kerosin,Lird van Goles,2007,,645,,,"[""78'00"", 'United Kerosin', 'Indoor']"
mbrainz_5923,(orig.) Truck Garbage,Fluf,1992-01-01,United States of America,434,,,"['Time Over', 'Barf']"
mbrainz_5926,Find Electronica,Fabio Orsi,01/01/2007,Italy,2988,,,"['Find Electronica, Part 1', 'Find Electronica, Part 2', 'Find Electronica, Part 3']"
mbrainz_5933,Alcachofa Tools (album),"Villalobos, Ricardo",09/29/2003,Federal Republic of Germany,25m 15s,,,"['Bach to Back', 'Fools Garden (Black Conga)', 'Waiworinao']"
mbrainz_5941,Diplomatic Immunity 2,"Diplomats, The",,United States of AMerica,70:44,,,"['Stop-N-Go', 'S.A.N.T.A.N.A.', 'Take Em to Church', 'Get Use to This', 'Family Ties', ""Wouldn't You Like to Be a Gangsta Too?"", 'Get From Round Me', 'Dutty Clap', 'I Wanna Be Your Lady', '40 Cal', 'Melalin', 'So Free', 'Dead Muthafuckas', 'Push It', 'Aayoo-Iight', 'Bigger Picture', 'Crunk Muzik']"
mbrainz_5943,Puzzle People,"Temptations, The",1969,United Kingdom of Great Britain and Northern,0:42:46,,,"['I Canâ€™t Get Next to You', 'Hey Jude', 'Donâ€™t Let the Joneses Get You Down', 'Message From a Black Man', 'Itâ€™s Your Thing', 'Little Green Apples', 'You Donâ€™t Love Me No More', 'Since Iâ€™ve Lost You', 'Running Away (Ainâ€™t Gonna Help You)', 'Thatâ€™s the Way Love Is', 'Slave']"
mbrainz_5957,"Dance, CA",Shjips,01/01/2006,United States of America,8m 36s,,,"['Dance, California', 'Clouds Over Earthquake']"
mbrainz_5960,Misadventures of a Broken Man,"Surgens, The",28.02.2008,,0:45:18,,,"['Moon Song', 'Drunken Lover Blues', 'Credit Card Girl', 'Joe Hill', 'Nappy Brown', 'The Fool', ""I'm Leaving Me"", 'Miss T', 'Tweedledum & Tweedledee', 'Two Mile Drive', 'Reefer Madness']"
mbrainz_5965,Geist of Alec Empire,"Alec Empire,",01/01/1997,,1h 8m 47s,,,"['22:24', 'Kick Some Soul, Part 2', 'Kick Some Soul, Part 1', 'Kick Some Dirt, Part 2', ""I'm Gonna Die If I Fall Asleep Again"", 'God Told Me How to Kiss', 'Many Bars and No Money', '[untitled]', 'Sweet', '3 Bullets in the Back', 'City of Lights', 'Sieg Ã¼ber die Mayday-HJ', 'Get Some', 'Low on Ice', 'The Backside of My Brain', 'Maschinenvolk', 'Civilization Virus', 'Metall Dub', '13465', 'Stahl & BlausÃ¤ure', 'Lash the Nineties', 'The Sun Hurts My Eyes', 'The Report', 'Suecide', '[untitled]', 'Slowly Falling in Love', 'Walk the Apocalypse', 'La ville des filles mortes', 'Opus 28; Pour la libertÃ© des milles universes', ""La guerre d'opium"", 'Swimming Through Nails', 'We Have Arrived', 'Clean Circuit']"
mbrainz_5969,Scream Aim Fire,Bullet for My Valentine,29.01.2008,United States of America,0:52:32,,,"['Scream Aim Fire', 'Eye of the Storm', 'Hearts Burst Into Fire', 'Waking the Demon', 'Disappear', 'Deliver Us From Evil', 'Take It Out on Me', 'Say Goodnight', 'End of Days', 'Last to Know', 'Forever and Always']"
mbrainz_5988,Trilogy,Imagination,1986-01-01,France,47m 37s,,,"['Last Day of Summer', 'Body and Soul', 'On the Heart', 'Youâ€™ve Got the Lovinâ€™', 'Found My Girl', 'Blue Day Gone', 'Sunshine', 'Breathless', 'Thank You My Love', 'Rock Me Slow', 'Iâ€™m Coming to Get You', 'Trilogy']"
mbrainz_5996,Echoes of Dreams,Malia,2004,France,2670,,,"['Little Darling', 'After the Love', 'Echoes of Dreams', 'Mary Mary', 'My Love', 'Maddy', 'Unfastened', 'Unfolding', 'Little Sparrow', 'I Miss You', 'Man in Your Eyes', 'Little Bee']"
mbrainz_5998,,A Kiss Could Be Deadly,2008,United States of America,7m 49s,,,"['Broken Music', 'So It Ends']"
mbrainz_6014,To the Faithful Departed,"Cranberries, The",1996,United Kingdom of Great Britain and Northern Ireland,52:22,,,"['Hollywood', 'Salvation', 'When Youâ€™re Gone', 'Free to Decide', 'War Child', 'Forever Yellow Skies', 'The Rebels', 'I Just Shot John Lennon', 'Electric Blue', 'Iâ€™m Still Remembering', 'Will You Remember?', 'Joe', 'Bosnia']"
mbrainz_6026,California Clam Chowder,Thelonious Monster,2004-01-01,United States of America,0:00,,,"['The Gun Club Song', 'The Bob Dylan Song', 'The Joy Division Song', 'The Germs Song', 'The Curtis Mayfield Song', 'The Jam Song', ""The Rolling Stones '77 Song"", 'The Ramones Song', 'The Bowie Low Song', 'The Big Star Song', 'The Iggy Stooge Song', 'The Beck Song', 'The Elton John Song', 'The Thelonious Monster Song', 'The Oasis Song']"
mbrainz_6028,Beyond Reinforced Jewel Case,BARR,,,0:32:36,,,"['A Cover', 'Lights Out', 'Like, I Used to Like', '(Watching)', 'Anx-Worth It', 'Is All for Updated', 'Secretly', 'A Call', 'My List of Demands', '(All Separate)', 'Sing Sit Singing', 'Greg', 'That That Good', 'Us', 'Everyone', 'Anthems and All']"
mbrainz_6030,Blackbird,Siri's Svale Band,01.01.1990,Norway,53:08,,,"[""Don't Explain"", 'Love for Sale', 'Like That', 'Angel Eyes', 'Imagination', 'Love Me or Leave Me', 'Bassar', 'Paper Moon', 'Miss Otis']"
mbrainz_6033,Diplomatic Immunity,"Van Rossum, Jerome",1998,United States of America,1:00:12,,,"['Chittatong Groove', 'Nublado', 'Midwinter Mangrove', 'Entropy', 'Gravity Of Soul', 'Age Of Kali', 'Vairocana', 'Truth?', 'The Phunky Bishop', 'Diplomatic Immunity', 'Nublado Mezclado']"
mbrainz_6044,The Singles,Chaos UK,1996-01-01,United Kingdom of Great Britain and Northern Ireland,17:00,,,
mbrainz_6045,Beyond the Pale,X-Fusion,q008-04-33,Germany,4072,,,"['Seven Mortal Sins', 'Rage Attack', 'Face Your Disgrace', 'Eternal Sleep', 'Left Hand Path', 'Tough Stance', 'Ashes to Ashes', 'Dear God', 'Nothing to Lose', 'Numbness', 'Mammonism', 'Rest in Pieces', 'Transition of Power', 'Hypnotized', 'Experiment One']"
mbrainz_6068,Devotion,Gnaw Their Tongues,2008-03-21,United Kingdom of Great Britain and Northern Ireland,26m 54s,,,"['Devotion', 'Cannibalis', 'Lijkvocht', 'Opgebaard']"
mbrainz_6100,Visions From the Inside,"Spell Inside, A",1995-01-01,Germany,2908,,,"['Intro', 'Boundary', 'Below Zero', 'Days of the Grace', 'Metamorphosis', 'Call of the Slaves', 'Sinnbild', 'Rosen', 'Tell Me', 'The Victim', 'Compromises', 'White Cold']"
mbrainz_6102,Evolution In The Empire Of Calmness,Thallos,2008,Russian Federation,31m 6s,,,"['Nekrosphaira', 'Stalagma', 'Okeanos [Aphex Twin - Nanou2, St. Rubyteno] (Deepsea Reverse mix)', ""Anthropos [Black & White's Game, Forgotten Gamem, St. Rubyteno] (Dissonance remix)"", 'Hesychia', 'Pneuma (Farewell to the Flesh)', ""Nostalgos [The 13th Floor's Film, St. Rubyteno] (Hypnotic mix)""]"
mbrainz_6117,Is This It,"Strokes, The",01/01/2001,United States of America,2144,,,"['Is This It', 'The Modern Age', 'Soma', 'Barely Legal', 'Someday', 'Alone, Together', 'Last Nite', 'Hard to Explain', 'When It Started', 'Trying Your Luck', 'Take It or Leave It']"
mbrainz_6119,Relax: A Liquid Mind Experience,Liquid Mind,01.01.2007,United States of America,3684,,,"['Teach Me to Whisper', 'Serenity', 'Touching Calm', 'Awakening', 'Reflection', 'I Am Willing', 'Take Me Tenderly', 'Lullaby for Grownups']"
mbrainz_6122,Symbiotic Spaces,Numina,2007,United States of America,4338,,,"['Waves of Reflection', 'Broken Silence', 'Death of a Sun', 'Space Lilt', 'December Sky', 'Unearthly Destination', 'Aleph-Zero', 'Dronecoil', 'Cells', 'Anemone (version 3)', 'Moonrise', 'In the Shadow of Machines', 'The Sea Beyond', 'Monuments in Darkness', 'Delphinium', 'Black Shores & Blue Waves', 'Theme for the Goblin King', 'Saturnine', 'Alternate Unreality', 'Anabiosis']"
mbrainz_6139,Resurrection Day,White Zombie,01/01/1993,Italy,77:36,,,"['Soul-Crusher', 'Thrust!', 'Black Sunshine', 'Welcome to Planet Motherfucker / Psychoholic Slag', 'Grindhouse (A Go-Go)', 'I Am Legend', 'Spiderbaby (Yeah-Yeah-Yeah)', 'Thunder Kiss â€™65', 'Warp Asylum', 'Helter Skelter', 'Cosmic Monsters Inc.', 'Black Sunshine', 'Thrust!', 'Welcome to Planet Motherfucker', 'Psychoholic Slag', 'Thunder Kiss â€™65', 'Grindhouse (A Go-Go)', 'Cosmic Monsters Inc.']"
mbrainz_6140,Nonsuch Peasgood,"Saville, Robin",2008-05-06,United Kingdom of Great Britain and Northern Ireland,42m 29s,,,"['Magpie', 'An Outdoor Planetarium and...', '...An Indoor Campsite', 'Colin the Lazy Cormorant, Part 1', 'Colin the Lazy Cormorant, Part 2', 'Exultation', 'Murmuration', 'Charm', 'Cloud Pathology']"
mbrainz_6142,Postcards From Nowhere,Abscnt Without Lcave,20OB-04-14,United Kingdom of Great Britain and Northern Ireland,0:38:10,,,"['Before the First Rain', 'These Days Are Cold', 'End of July', 'The Same Mistake', 'Sudden Change', '25 Years', 'Following a Trembling Star', 'The First Rain']"
mbrainz_6145,We're Becoming Islands One by One (release),"Sleeping Years, The",2008-06-09,United Kingdom of Grcat Britain and Northern Ire1and,46:07,,,"['Setting Fire to Sleepy Towns', ""The Lockkeeper's Cottage"", 'You and Me Against the World', 'The Shape of Things to Come', 'Macosquin, Coleraine', 'Broken Homes', 'Clocks and Clones', 'Human Blues', 'Dressed for Rain', 'Islands']"
mbrainz_6151,Monsters (orig.),Something for Kate,2001-04-30,Australia,20m 40s,,,"['Monsters (radio edit)', 'Hawaiian Robots', 'The Astronaut (live acoustic)', 'Submarine', 'Monsters (album version)']"
mbrainz_6162,Knock Knock / My Light 8ridgc,"Slott, Mike (and others)",2008-01-01,Ireland,8:09,,,"['Knock Knock', 'My Light Bridge']"
mbrainz_6165,Holy Ghost Stories,Brother JT,01/01/1994,United States of America,0:00:00,,,"['From the Throne', 'Texas War Diet', 'Sucubus', 'Crouchings', 'Hi, Death', 'Are You the Are?', ""Baby's Coffin"", 'Almost Grace', 'Tooth, Fiber, Gauze', 'Car Car', 'Easter Meal', 'Son Eye Sea', 'Loving End', 'Mom']"
mbrainz_6168,Jung kaputt spart Altersheime,Bärchen & die Milchbubis,01/01/1980,Federal Republic of Germany,8m 9s,,,"['Jung kaputt spart Altersheime', 'Superfrau', 'Blutrache', 'Sid klebt']"
mbrainz_6173,,"Dear, Matthew",2008-04-29,United States of America,7036,,,"['Irreparably Dented', 'Irreparably Dented (David Alvarado Reconstruction)', 'Stealing Moves', 'Stealing Moves (CSM version)', 'Laguna Madre', 'Reae', 'Hammers', 'Versus You', 'Claudia', 'Lakonic', 'Krist (Ceiling)', 'Making Out', 'Pinch & Pillage', 'Brang D', 'Dog Days', 'Dog Days (Pantytec Interpretation)', 'Dog Days (a cappella)', 'Anger Management', 'Future Never Again', 'Pulpse (2003)', 'Killjoy (2003)']"
mbrainz_6179,Extended Versions: The Encore Collection,Survivor,01.01.2005,United States of America,0:57:45,,,"['Feels Like Love', 'Broken Promises', 'First Night', 'High On You', 'Popular Girl', 'I See You in Everyone', 'Search Is Over', ""I'm Not That Man Anymore"", 'Eye of the Tiger', 'Caught in the Game']"
mbrainz_6188,The Best of New Riders of the Purple Sage,New Riders of the Purple Sage,04/07/1987,United States of America,30m 38s,,,"[""I Don't Know You"", 'Glendale Train', 'Hello Mary Lou (Goodbye Heart)', 'Louisiana Lady', 'Kick in the Head', 'Panama Red', 'Last Lonely Eagle', 'You Angel You', ""I Don't Need No Doctor"", 'Henry']"
mbrainz_6190,Hidden Agenda EP,"Q, DJ",2001-02-26,United Kingdom of Great Britain and Northern Ireland,0,,,"['Hidden Agenda', 'Fogbound', '10 Stretch']"
mbrainz_6205,Angel Band: The Classic Mercury Recordings,"Brothers, Stanley The",1995-01-01,United States of America,44m 21s,,,"[""(Say) Won't You Be Mine"", 'I Long to See the Old Folks', 'This Weary Heart You Stole Away', 'Memories of Mother', 'A Voice From on High', 'Could You Love Me (One More Time)', 'Blue Moon of Kentucky', 'Close By', 'Just a Little Talk With Jesus', 'I Worship You', 'Daybreak in Dixie', 'Tragic Love', 'Calling From Heaven', 'Life of Sorrow', 'Baby Girl', 'Let Me Walk, Lord, by Your Side', 'Will He Wait a Little Longer', 'Angel Band']"
mbrainz_6207,The Sun and the Moon Complete,"Bravery, The",18.03.2008,United States of America,39m 32s,,,"['Intro', 'Believe', 'This Is Not the End', 'Every Word Is a Knife in My Ear', 'Bad Sun', 'Time Wonâ€™t Let Me Go', 'Tragedy Bound', 'Fistful of Sand', 'Angelina', 'Split Me Wide Open', 'Above and Below', 'The Ocean', 'Intro', 'Believe', 'This Is Not the End', 'Every Word Is a Knife in My Ear', 'Bad Sun', ""Time Won't Let Me Go"", 'Tragedy Bound', 'Fistful of Sand', 'Angelina', 'Split Me Wide Open', 'Above and Below', 'The Ocean']"
mbrainz_6210,Monsters,Meat Puppet,01.01.1989,United States of America,0:46:10,,,"['Attacked by Monsters', 'Light', 'Meltdown', 'In Love', 'The Void', 'Touchdown King', 'Party Till the World Obeys', 'Flight of the Fire Weasel', 'Strings on Your Heart', 'Like Being Alive']"
mbrainz_6226,The Confession of a Rastaman,"Moses, Pablo",01/01/1993,G4tjany,,,,"['The Confession of a Rastaman', 'Give Up', 'Lynch Mob', 'What We Need', 'Laugh Clowns', 'Is Black', 'African Children', 'Woo-Oo', 'Life Is a Big Shot', 'Nowadays', 'Comfort You', 'Try to Know', 'Everytime', 'I Need a Break', 'Dis Reggae']"
mbrainz_6249,Empire of the Dead,Seirim,1999,Germany,42:27,,,"['Intro', 'Empire of the Dead', 'Children of the Night', 'Cold Light of the Moon', 'Reincarnation From My Soul', 'Magic Sword', 'Time of Endless Might', 'Command of Death', 'Of the Dark One', 'Outro']"
mbrainz_6256,Star Wars: Shadows of the Empire,Joel McNeely,01/01/1996,Germany,51:22,,,"['Main Theme From Star Wars and Leiaâ€™s Nightmare', 'The Battle of Gall', 'Imperial City', 'Beggarâ€™s Canyon Chase', 'The Southern Underground', 'Xizorâ€™s Theme', 'The Seduction of Princess Leia', 'Night Skies', 'Into the Sewers', 'The Destruction of Xizorâ€™s Palace']"
mbrainz_6258,Sunrise,Eire Apparent,1993-01-12,United Kingdom of Great Britain and Northern Ireland,,,,"['Yes I Need Someone', 'Got to Get Away', 'The Clown', 'Mr. Guy Fawkes', 'Someone Is Sure To (Want You)', ""Rock 'n' Roll Band"", 'Morning Glory', 'Magic Carpet', 'Captive in the Sun', 'Let Me Stay', '1026']"
mbrainz_6307,Identity Crisis,"Geiger, Kyle",2008-05-26,United States of America,0,,,"['Identity Crisis (original mix)', 'Identity Crisis (JPLS remix)', 'Identity Crisis (Martinez remix)']"
mbrainz_6314,The First Days of Spring EP,Granlab,2008-05-01,,2265,,,"['A Drypoints Griffs', 'Mazer', 'Neons', 'A Sneaked Suffer', 'Hazy Nite']"
mbrainz_6315,Sunrise At Sas Salinas (Ibiza),"Shayan, Babak",2008-05-26,Germany,4545,,,"['Wait', 'Northern Lights', 'Obsession', 'One in a Million (Cooccer remix)', 'What U Want', 'Bounce', 'Beautiful Day', '16 Bars of a Marble Journey', 'Silom', 'Doktor Deep', 'Vintage Circuits (Vital version)', 'Escape From the Madness (The Timewriter remix)', 'Toronto', 'Shine On']"
mbrainz_6319,Supernatural Superserious,,25.02.2008,United Kingdom of Great Britain and Northern Ireland,0:00,,,"['Supernatural Superserious', 'Airliner']"
mbrainz_6329,,Floodstain,2007-12-15,Federation Russian,0:00:00,,,"['Monster', 'Love Is Poison', 'Trailblazer', 'You Lose Alone', 'Straydogs', 'Deathwish', 'End of Trail']"
mbrainz_6332,Primitive,"Diamond, Neil",1984,United States of America,0:39:47,,,
mbrainz_6334,Resurrection EP,Warforge,06/05/2007,,36:17,,,"['Resurrection (Empires in Defeat remix)', 'Resurrection (remixed by Asmodeus X)', 'Resurrection (VANsinn remix by embrace.my.hate)', 'Resurrection (Empires in Defeat Structures mix)', 'Resurrection (X-CUT remix)', 'Resurrection (Arcana Moon remix)', 'Ressurection (Trance mix by e:o:nity)']"
mbrainz_6341,Fallen Angel,"Coryell, Larry",1993-01-01,United Kingdom of Great Britain and Northern Ireland,56m 40s,,,"['Inner City Blues', 'Fallen', 'Never Never', 'Angel on Sunset', 'Stardust', 'Misty', 'I Remember Bill', 'Pieta', 'Thus Spoke Z', 'Stella by Starlight', ""Monk's Corner"", 'Westerly Wind', 'The Moors']"
mbrainz_6342,The Great Crisis,Dwf,2008-01-01,United Sta6es of Am4r8ca,2702,,,"['Evidence 294', 'Evidence 699', 'Encounter X4I', 'Encounter X32', 'Escape > Wooded Area #6432', 'Escape > City Area #589191', 'Battle Data > 51X_67245', 'Battle Data > 51X_942', 'End of Recording', 'Theme From the Great Crisis']"
mbrainz_6367,,Ambassadors of Funk,01/01/1988,Federal Republic of Germany,39m 59s,,,"['Monsterjam', 'Another Side to You', 'Ambassadors of Funk', 'Everybody', 'Just a Groove', ""My Mind's Made Up"", 'Kick It to Ya (Like This)', 'Paradise']"
